"Anafenza, Unyielding Lineage",PTDM
"Picnic Ruiner // Stolen Goodies",WOE
"Reluctant Dounguard",ECL
"Clive, Ifrit's Dominant // Ifrit, Warden of Inferno",FIN
"Angel of Finality",FDN
"Midnight Mangler",DFT
"Genemorph Imago",EOE
"Shipwreck Dowser",FDN
"Regal Bunnicorn",PWOE
"Giant Growth",BLB
"Sygg, Wanderwine Wisdom // Sygg, Wanderbrine Shield",PECL
"Malcolm, the Eyes",POTJ
"Fae Flight",MKM
"Ogre Chitterlord",WOE
"Oko, the Ringleader",OTJ
"Ultimecia, Temporal Threat",FIN
"Agatha of the Vile Cauldron",PWOE
"Starting Town",PFIN
"Raiding Schemes",ECL
"Insomnia, Crown City",FIN
"Inti, Seneschal of the Sun",LCI
"Traverse Valley",YBLB
"Stalwart Realmwarden",YOTJ
"Mirrorform",ECL
"Gogo, Master of Mimicry",FIN
"Joshua, Phoenix's Dominant // Phoenix, Warden of Fire",FIN
"Demon Wall",FIN
"Gongaga, Reactor Town",FIN
"Excalibur II",PFIN
"Dragonclaw Strike",TDM
"Hex, Kellan's Companion",YWOE
"Full Throttle",DFT
"Bitter Triumph",LCI
"Venom Connoisseur",FDN
"Vannifar, Evolved Enigma",PMKM
"Sephiroth, Fabled SOLDIER // Sephiroth, One-Winged Angel",FIN
"Vein Ripper",MKM
"Peer Past the Veil",DSK
"Mistmeadow Council",ECL
"Crossway Troublemakers",FDN
"Johann, Apprentice Sorcerer",WOE
"Fugitive Codebreaker",PMKM
"Seismic Monstrosaur",LCI
"Purging Stormbrood // Absorb Essence",TDM
"Barbed Servitor",PMKM
"Shadowy Backstreet",PMKM
"Seymour Flux",FIN
"Tangled Colony",PWOE
"Qarsi Revenant",PTDM
"Blighted Blackthorn",ECL
"Dropkick Bomber",FDN
"Swamp",FDN
"Breeches, Eager Pillager",LCI
"Krenko's Buzzcrusher",MKM
"Twining Twins // Swift Spiral",WOE
"Serpent's Pass",TLA
"Jasmine Dragon Tea Shop",PTLA
"Joraga Invocation",FDN
"Curious Inquiry",MKM
"Grasping Longneck",DSK
"Freya Crescent",FIN
"Cemetery Recruitment",FDN
"Zealous Display",EOE
"Wojek Investigator",MKM
"Marchesa, Dealer of Death",POTJ
"Adorned Crocodile",TDM
"Scrawling Crawler",FDN
"Eriette's Lullaby",OTJ
"Thopter Fabricator",DFT
"Prompto Argentum",FIN
"Trash the Town",OTJ
"Exdeath, Void Warlock // Neo Exdeath, Dimension's End",FIN
"Combat Tutorial",FIN
"Kellan, Inquisitive Prodigy // Tail the Suspect",MKM
"Lasyd Prowler",TDM
"Hollowmurk Siege",PTDM
"Lightning, Army of One",FIN
"Screaming Nemesis",PDSK
"Shrouded Shepherd // Cleave Shadows",WOE
"Restricted Office // Lecture Hall",DSK
"Plains",MKM
"Claws Out",FDN
"Sidequest: Raise a Chocobo // Black Chocobo",FIN
"Cruelclaw's Heist",PBLB
"Elvish Archdruid",FDN
"Ty Lee, Chi Blocker",TLA
"Kefka, Court Mage // Kefka, Ruler of Ruin",FIN
"Akawalli, the Seething Tower",LCI
"Grub's Command",ECL
"Spider-Ham, Peter Porker",PSPM
"Minecart Daredevil // Ride the Rails",WOE
"Torch the Tower",WOE
"Draconautics Engineer",DFT
"Narset, Jeskai Waymaster",PTDM
"Trumpeting Carnosaur",PLCI
"Sinkhole Surveyor",PTDM
"Valor's Flagship",DFT
"Hundred-Battle Veteran",TDM
"White Lotus Hideout",TLA
"Insidious Roots",MKM
"Captain Storm, Cosmium Raider",LCI
"Silvergill Mentor",ECL
"Eriette, the Beguiler",POTJ
"The Wandering Rescuer",PDSK
"Broadside Barrage",DFT
"Morlun, Devourer of Spiders",PSPM
"Dust Animus",POTJ
"Cavernous Maw",LCI
"Tombstone, Career Criminal",OM1
"Moment of Triumph",FDN
"Prime Speaker Zegana",FDN
"Festival of Embers",PBLB
"Kirol, Attentive First-Year",ECL
"Glen Elendra Guardian",ECL
"Bumi, Unleashed",TLA
"Fear of Missing Out",DSK
"Phoenix Fleet Airship",PTLA
"Mapping the Maze",YMKM
"Prowcatcher Specialist",DFT
"Bloomvine Regent // Claim Territory",PTDM
"Voyager Glidecar",DFT
"Jumbo Cactuar",FIN
"Scavenger's Talent",PBLB
"Fleeting Flight",FDN
"Azula, Cunning Usurper",TLA
"Lurking Lizards",SPM
"Stormbeacon Blade",TDM
"Benevolent River Spirit",TLA
"Soul Immolation",PECL
"Demonic Counsel",PDSK
"Braided Net // Braided Quipu",LCI
"Champion of the Clachan",PECL
"Snarlfang Vermin",YMKM
"Vote Out",EOE
"Waltz of Rage",PDSK
"Fire Nation Engineer",TLA
"Molten Exhale",TDM
"Strength of Will",PSPM
"Swamp",TDM
"Get a Leg Up",MKM
"Mothlight Processionist",YDSK
"Servant of the Stinger",OTJ
"Izzet Guildgate",FDN
"Lunar Insight",FDN
"Bramblearmor Brawler",YBLB
"Hired Claw",PBLB
"On the Job",MKM
"Gas Guzzler",DFT
"Untimely Malfunction",DSK
"Meat Locker // Drowned Diner",DSK
"Mutinous Massacre",EOE
"Enduring Courage",DSK
"Savior of the Small",DSK
"Popular Egotist",DSK
"Unholy Annex // Ritual Chamber",DSK
"Ominous Asylum",OM1
"Balustrade Wurm",PDSK
"The Wandering Rescuer",DSK
"Badgermole Cub",TLA
"Repulsive Mutation",MKM
"Idol of the Deep King // Sovereign's Macuahuitl",LCI
"Lilypad Village",BLB
"Champion of the Path",ECL
"Abraded Bluffs",OTJ
"Hoverstone Pilgrim",LCI
"Urban Retreat",OM1
"Tenacious Tomeseeker",WOE
"Assassin's Trophy",MKM
"Kithkeeper",ECL
"Pedal to the Metal",DFT
"Fabrication Foundry",PLCI
"Clive, Ifrit's Dominant // Ifrit, Warden of Inferno",FIN
"Jade Seedstones // Jadeheart Attendant",LCI
"Resentful Revelation",FIN
"Joshua, Phoenix's Dominant // Phoenix, Warden of Fire",PFIN
"Urban Retreat",SPM
"Sage of the Skies",TDM
"Obsessive Pursuit",TLA
"Parker Luck",OM1
"Space-Time Anomaly",PEOE
"Faunsbane Troll",PWOE
"Lightning, Army of One",FIN
"Interceptor Mechan",EOE
"Gastal Raider",DFT
"Emergency Eject",EOE
"Harbinger of the Tides",FDN
"Bonehoard Dracosaur",LCI
"Mox Jasper",PTDM
"Swamp",DFT
"Venat, Heart of Hydaelyn // Hydaelyn, the Mothercrystal",FIN
"Krenko, Baron of Tin Street",MKM
"Haliya, Ascendant Cadet",EOE
"Gaius van Baelsar",FIN
"Galvanic Giant // Storm Reading",WOE
"Spider-Gwen, Free Spirit",SPM
"Tezzeret, Cruel Captain",EOE
"Illvoi Light Jammer",EOE
"The Rise of Sozin // Fire Lord Sozin",TLA
"Meddling Youths",MKM
"Pitiless Fists",ECL
"United Battlefront",PTDM
"Zurgo, Thunder's Decree",PTDM
"Rapacious Dragon",FDN
"Weapons Manufacturing",PEOE
"Mob Lookout",SPM
"Desert Cenote",YTDM
"Stormcatch Mentor",BLB
"Lizard, Connors's Curse",PSPM
"Into the Flood Maw",BLB
"Inner Demons Gangsters",OM1
"Kefka, Court Mage // Kefka, Ruler of Ruin",FIN
"Ardyn, the Usurper",FIN
"Mutable Pupa",YEOE
"Pyrotechnic Performer",MKM
"Stormscale Scion",TDM
"Kolodin, Triumph Caster",DFT
"Kitsa, Otterball Elite",BLB
"Drag the Canal",PMKM
"Rip, Spawn Hunter",DSK
"Disruptive Stormbrood // Petty Revenge",TDM
"Cryptic Coat",PMKM
"Spectacular Spider-Man",SPM
"Songcrafter Mage",PTDM
"Emporium Thopterist",YMKM
"Airbender Ascension",TLA
"Leyline of the Guildpact",MKM
"Mountain",MKM
"Kaito, Cunning Infiltrator",PFDN
"Simic Guildgate",FDN
"Conduit Pylons",OTJ
"Lumbering Worldwagon",DFT
"Threefold Thunderhulk",LCI
"Treacherous Greed",MKM
"The Boulder, Ready to Rumble",TLA
"Axavar, Fate Thief",YEOE
"Beetle-Headed Merchants",TLA
"Enduring Curiosity",DSK
"Murder",MKM
"Undercover Crocodelf",MKM
"Summon: Primal Garuda",FIN
"Wisecrack",SPM
"Morcant's Loyalist",ECL
"Avatar's Wrath",PTLA
"Plains",TLA
"Celestial Armor",FDN
"Starseer Mentor",BLB
"Hydro-Man, Fluid Felon",OM1
"Vren, the Relentless",PBLB
"Rescue Skiff",EOE
"Sunspine Lynx",PBLB
"Kav Landseeker",EOE
"Hollow Scavenger // Bakery Raid",WOE
"Elemental Teachings",TLA
"Resolute Rejection",YOTJ
"Bloodthirsty Conqueror",PFDN
"Season of Loss",PBLB
"Terror of the Peaks",POTJ
"Seismic Sense",TLA
"Sage of the Skies",PTDM
"Akal Pakal, First Among Equals",PLCI
"Madame Web, Clairvoyant",OM1
"Flamewake Phoenix",FDN
"Vincent Valentine // Galian Beast",FIN
"Inevitable Defeat",TDM
"Breeches, the Blastmaker",POTJ
"Barrow Naughty",WOE
"Ornate Imitations",YDFT
"Marauding Mako",DFT
"Sin, Spira's Punishment",FIN
"Worldsoul's Rage",MKM
"Merciless Enforcers",SPM
"Rangers' Aetherhive",DFT
"Kolodin, Triumph Caster",PDFT
"Rush of Dread",POTJ
"Forest",BLB
"Gossip's Talent",BLB
"Ouroboroid",EOE
"Ghired, Mirror of the Wilds",OTJ
"Ugin, Eye of the Storms // Ugin, Eye of the Storms",TDM
"Lumra, Bellow of the Woods",BLB
"The Enigma Jewel // Locus of Enlightenment",LCI
"Infernal Phantom",DSK
"Winnowing",ECL
"Bristly Bill, Spine Sower",POTJ
"Boommobile",DFT
"Fear of Isolation",DSK
"Forest",DSK
"River Herald Guide",LCI
"Caustic Bronco",OTJ
"Enduring Innocence",DSK
"Bushy Bodyguard",BLB
"Lassoed by the Law",OTJ
"Split Up",PDSK
"Firebrand Archer",FDN
"Lathril, Blade of the Elves",FDN
"Fabrication Foundry",LCI
"Vengeful Possession",DSK
"Scream Puff",WOE
"Kitesail Larcenist",LCI
"Skystreak Engineer",DFT
"Kaito, Bane of Nightmares",DSK
"Unscrupulous Contractor",OTJ
"Mystic Monastery",TDM
"Boundary Lands Ranger",WOE
"Ultima, Origin of Oblivion",FIN
"Clarion Conqueror // Clarion Conqueror",TDM
"The Spot, Living Portal",PSPM
"Edge Rover",EOE
"Full Throttle",PDFT
"Devouring Sugarmaw // Have for Dinner",WOE
"Patchwork Banner",BLB
"Figure of Fable",PECL
"Earth Kingdom Soldier",TLA
"Riling Dawnbreaker // Signaling Roar",TDM
"Sandskitter Outrider",TDM
"Taii Wakeen, Perfect Shot",POTJ
"Calamity, Galloping Inferno",POTJ
"Squall, SeeD Mercenary",FIN
"Conductive Machete",DSK
"Foggy Swamp Visions",TLA
"Skyknight Squire",FDN
"Sibsig Appraiser",TDM
"Sledge-Class Seedship",PEOE
"Bruse Tarl, Roving Rancher",OTJ
"Relic's Roar",LCI
"Blooming Marsh",OTJ
"Smuggler's Surprise",POTJ
"Gruff Triplets",PWOE
"Spectacular Tactics",OM1
"Starfighter Pilot",EOE
"Tender Wildguide",BLB
"Pinnacle Starcage",PEOE
"Heartflame Duelist // Heartflame Slash",WOE
"Resplendent Angel",PLCI
"Exemplar of Light",FDN
"Spider-Woman, Stunning Savior",OM1
"Stiltzkin, Moogle Merchant",FIN
"Avatar Aang // Aang, Master of Elements",TLA
"Auspicious Arrival",MKM
"Lead Pipe",MKM
"Emerald Collector",YOTJ
"Meticulous Archive",PMKM
"Mirrorform",PECL
"Scorpion Sentinel",FIN
"Sonar Strike",BLB
"March of the World Ooze",PDFT
"Forest",WOE
"Thought Rattle",YBLB
"Preposterous Proportions",PFDN
"Eclipsed Merrow",ECL
"Cryptic Coat",PMKM
"Call the Spirit Dragons",TDM
"Cooped Up",WOE
"Peerless Ropemaster",OTJ
"Mutinous Massacre",EOE
"Cosmogoyf",EOE
"Aang's Iceberg",TLA
"White Auracite",FIN
"Noctis, Prince of Lucis",FIN
"Hedron Archive",FDN
"Surge of Acclaim",YDFT
"Oildeep Gearhulk",DFT
"Fountainport",BLB
"Longstalk Brawl",BLB
"Vaan, Street Thief",FIN
"Sunpetal Grove",YEOE
"Subway Train",SPM
"Bartolomé del Presidio",LCI
"Minecart Daredevil // Ride the Rails",WOE
"Etrata, Deadly Fugitive",MKM
"Parting Gust",BLB
"Master's Guide-Mural // Master's Manufactory",LCI
"Hell to Pay",POTJ
"Eriette of the Charmed Apple",PWOE
"Kefka, Court Mage // Kefka, Ruler of Ruin",FIN
"Formidable Speaker",PECL
"Agent Venom",SPM
"Elfsworn Giant",FDN
"Sanguine Savior",MKM
"Lord Skitter, Sewer King",PWOE
"Champions of the Perfect",ECL
"Ugin, Eye of the Storms",TDM
"Yuna, Hope of Spira",FIN
"Outlaw Stitcher",OTJ
"Torch the Tower",WOE
"Thendar, the Overminer",YEOE
"Blood Spatter Analysis",MKM
"Sapphire Collector",YOTJ
"Summon: Bahamut",FIN
"Territorial Bruntar",EOE
"Forest",BLB
"Cruel Somnophage // Can't Wake Up",WOE
"Spring-Loaded Sawblades // Bladewheel Chariot",LCI
"Stuck in Summoner's Sanctum",FIN
"Winter's Intervention",DSK
"Brigid's Command",ECL
"Electroduplicate",FDN
"Sunderflock",ECL
"Regal Imperiosaur",DFT
"Bloodline Bidding",ECL
"Temple of Deceit",FDN
"Pulsar Squadron Ace",EOE
"Restless Vents",PLCI
"The Fire Crystal",PFIN
"Hedge Whisperer",MKM
"Ureni, the Song Unending",PTDM
"Loading Zone",EOE
"Sunken Citadel",LCI
"Bartz and Boko",PFIN
"Locust Spray",DFT
"Salt Road Skirmish",TDM
"Trostani, Three Whispers",MKM
"Take Out the Trash",BLB
"Spider-Man India",SPM
"Abuelo's Awakening",PLCI
"Spider-Man, Brooklyn Visionary",SPM
"Gastal Raider",DFT
"Sanar, Innovative First-Year",PECL
"Cloud, Midgar Mercenary",FIN
"Temple Garden // Temple Garden",ECL
"Etali, Primal Storm",PFDN
"Forest",FIN
"Dreamdew Entrancer",BLB
"Bloodghast",DFT
"Eriette, the Beguiler",OTJ
"Traveling Chocobo",FIN
"Overlord of the Hauntwoods",PDSK
"Loot, the Pathfinder",DFT
"Cursed Recording",DSK
"Aang, Swift Savior // Aang and La, Ocean's Fury",TLA
"Grub's Command",PECL
"Oko, the Ringleader",OTJ
"Malcolm, the Eyes",POTJ
"Wail of the Forgotten",LCI
"Alien Symbiosis",OM1
"Urgent Necropsy",PMKM
"Torpor Orb",BIG
"Curious Colossus",ECL
"Heartflame Duelist // Heartflame Slash",PWOE
"Vampire Gourmand",FDN
"Annie Joins Up",OTJ
"Tifa Lockhart",FIN
"Rocketeer Boostbuggy",DFT
"Bioengineered Future",EOE
"Bloom Tender",ECL
"Redshift, Rocketeer Chief",DFT
"Zidane, Tantalus Thief",FIN
"Terminal Velocity",PEOE
"Boggart Prankster",ECL
"Reef Roads",DFT
"Song of Totentanz",WOE
"Orphans of the Wheat",DSK
"Island",DSK
"Territory Forge",BIG
"Rediscover the Way",TDM
"Deepfathom Echo",LCI
"Stoic Grove-Guide",ECL
"Requiem Monolith",PEOE
"Dalkovan Packbeasts",TDM
"Krenko, Baron of Tin Street",PMKM
"Pollen-Shield Hare // Hare Raising",PWOE
"Buster Sword",FIN
"Imodane's Recruiter // Train Troops",WOE
"Fang, Fearless l'Cie // Ragnarok, Divine Deliverance",FIN
"Thundertrap Trainer",BLB
"Sami, Ship's Engineer",EOE
"Razorkin Needlehead",DSK
"Outlaws' Fury",OTJ
"Wail of War",TDM
"Kellan, Daring Traveler // Journey On",LCI
"Champion of the Weird",PECL
"Ojer Pakpatiq, Deepest Epoch // Temple of Cyclical Time",LCI
"Demonic Pact",FDN
"Out Cold",MKM
"Vicious Clown",DSK
"Gleaming Geardrake",MKM
"Dawnhand Dissident",ECL
"Sure Strike",FDN
"Katara, the Fearless",TLA
"Sazh Katzroy",FIN
"Grand Abolisher",BIG
"Starwinder",EOE
"Kraven the Hunter",PSPM
"Behold the Sinister Six!",SPM
"Whiskervale Forerunner",PBLB
"Sarkhan, Dragon Ascendant",TDM
"Restless Reef",LCI
"Gwenom, Remorseless",PSPM
"Costume Closet",SPM
"Lizard, Connors's Curse",OM1
"Sharae of Numbing Depths",WOE
"Waterbending Lesson",TLA
"Bulwark Ox",DFT
"Lazav, Wearer of Faces",MKM
"Valgavoth's Onslaught",DSK
"Coiling Rebirth",PBLB
"Jet Collector",YOTJ
"Matzalantli, the Great Door // The Core",LCI
"Under the Skin",DSK
"Glass Casket",WOE
"Seraphic Steed",POTJ
"Valgavoth, Terror Eater",PDSK
"Razorkin Needlehead",DSK
"Heartfire Hero",BLB
"Iceridge Serpent",TDM
"Scarblade Scout",ECL
"Wanderwine Farewell",ECL
"Risen Necroregent",DFT
"Vraska, the Silencer",POTJ
"Slick Imitator",DFT
"Eclipsed Boggart",ECL
"Gas Guzzler",PDFT
"G'raha Tia",FIN
"The Speed Demon",DFT
"Devastating Onslaught",EOE
"Mischievous Pup",LCI
"Heartflame Duelist // Heartflame Slash",WOE
"Wish Good Luck",YDFT
"Into the Fae Court",WOE
"Charmed Clothier",WOE
"Chitinous Graspling",ECL
"Stoic Sphinx",OTJ
"Zidane, Tantalus Thief",FIN
"Outrageous Robbery",PMKM
"Skyknight Squire",PFDN
"High Stride",BLB
"Felothar, Dawn of the Abzan",PTDM
"Malboro",FIN
"Inspiring Overseer",FDN
"Spider-Suit",OM1
"Fate of the Sun-Cryst",FIN
"Vulture, Scheming Scavenger",SPM
"Aurelia, the Law Above",MKM
"Carnage, Crimson Chaos",SPM
"Malamet Scythe",LCI
"Aatchik, Emerald Radian",PDFT
"Windcrag Siege",PTDM
"Fortress Kin-Guard",TDM
"Stiltzkin, Moogle Merchant",FIN
"Lady Octopus, Inspired Inventor",OM1
"Veteran Beastrider",DFT
"Bloodtithe Collector",FDN
"Finale of Revelation",FDN
"Sab-Sunen, Luxa Embodied",DFT
"Roaming Throne",LCI
"Lluwen, Imperfect Naturalist",ECL
"Summon: G.F. Cerberus",FIN
"Gathering Stone",ECL
"Vinereap Mentor",BLB
"Torpor Orb",BIG
"Pitiless Carnage",POTJ
"Seraphic Steed",OTJ
"Anthem of Champions",FDN
"Fishing Pole",FDN
"Questing Druid // Seek the Beast",WOE
"Jidoor, Aristocratic Capital // Overture",PFIN
"Drake Hatcher",FDN
"Double Down",POTJ
"Seraphic Steed",POTJ
"Agonasaur Rex",PDFT
"Deduce",MKM
"Brass's Tunnel-Grinder // Tecutlan, the Searing Rift",LCI
"Brackish Blunder",LCI
"Lord Skitter's Blessing",WOE
"Leyline of Hope",PDSK
"Ketramose, the New Dawn",DFT
"Thunderous Velocipede",PDFT
"Thrumming Hivepool",EOE
"Kishla Village",PTDM
"Pollen-Shield Hare // Hare Raising",PWOE
"Cori-Steel Cutter",TDM
"Arahbo, the First Fang",FDN
"Elspeth, Storm Slayer",PTDM
"Koh, the Face Stealer",TLA
"Lotus Ring",BIG
"Thought Shucker",BLB
"Radiant Lotus",DFT
"Harmless Offering",FDN
"Kindled Fury",FDN
"Archmage of Runes",PFDN
"Kyoshi Island Plaza",TLA
"Tifa Lockhart",PFIN
"Seize the Spoils",FDN
"Sokka, Tenacious Tactician",PTLA
"Mindwhisker",BLB
"Buster Sword",FIN
"Brimstone Roundup",OTJ
"Trade Route Envoy",TDM
"Broken Wings",DFT
"Island",FIN
"Bloomvine Regent // Claim Territory",TDM
"Draconic Fealty",YTDM
"Herald of Eternal Dawn",PFDN
"Badlands Revival",OTJ
"Scalding Viper // Steam Clean",PWOE
"Hopeful Vigil",WOE
"Dragonsoul Prodigy",YTDM
"Kitsa, Otterball Elite",BLB
"Candy Trail",WOE
"Canyon Crawler",TLA
"Hide on the Ceiling",OM1
"Strategic Betrayal",TDM
"Runeblade Raiser",YTDM
"Katara, the Fearless",TLA
"Rakdos, Patron of Chaos",MKM
"Searslicer Goblin",FDN
"Harmonized Crescendo",ECL
"Vampire Nighthawk",FDN
"Riverchurn Monument",DFT
"Dion, Bahamut's Dominant // Bahamut, Warden of Light",FIN
"Ultima Weapon",FIN
"Elder Auntie",ECL
"Vivien Reid",FDN
"Annul",EOE
"Doc Ock's Henchmen",OM1
"Coveted Falcon",PMKM
"Lodestone Needle // Guidestone Compass",LCI
"Starforged Sword",BLB
"Jewel Mine Overseer",YWOE
"Sinuous Benthisaur",LCI
"Zuko, Conflicted",TLA
"Three Tree City",PBLB
"Acrobatic Cheerleader",DSK
"Beza, the Bounding Spring",BLB
"Voice of Victory",PTDM
"Doc Ock, Sinister Scientist",SPM
"Slimy Dualleech",MKM
"Morningtide's Light",ECL
"Matoya, Archon Elder",FIN
"Scalding Viper // Steam Clean",WOE
"Esoteric Duplicator",BIG
"Mountain",DSK
"Malevolent Witchkite",WOE
"A Golden Opportunity",YWOE
"Mossborn Hydra",PFDN
"Glacier Godmaw",EOE
"Samut, the Driving Force",DFT
"Magmatic Galleon",LCI
"Tannuk, Steadfast Second",PEOE
"Great Forest Druid",ECL
"Karlov Watchdog",MKM
"Riling Dawnbreaker // Signaling Roar",TDM
"It'll Quench Ya!",TLA
"Omnivorous Flytrap",DSK
"Grabby Giant // That's Mine",WOE
"Hazel's Nocturne",BLB
"Reputable Merchant",TDM
"Kellan, the Fae-Blooded // Birthright Boon",PWOE
"Eager Flameguide",YDSK
"The Crystal's Chosen",FIN
"Swamp",BLB
"Dyadrine, Synthesis Amalgam",EOE
"Wind-Scarred Crag",TDM
"Mockingbird",BLB
"Kuja, Genome Sorcerer // Trance Kuja, Fate Defied",FIN
"Virtue of Strength // Garenbrig Growth",PWOE
"Auron's Inspiration",FIN
"Wastewood Verge",PDFT
"Geralf, the Fleshwright",OTJ
"Rydia, Summoner of Mist",FIN
"Turn Inside Out",DSK
"Skyskipper Duo",BLB
"Dose of Dawnglow",ECL
"Restless Cottage",PWOE
"Tishana's Tidebinder",PLCI
"Breaching Dragonstorm",TDM
"Etched Cornfield",DSK
"Terror Tide",PLCI
"Origin of Spider-Man",PSPM
"The Spot's Portal",OM1
"Malamet War Scribe",LCI
"Tractor Beam",EOE
"Trystan, Callous Cultivator // Trystan, Penitent Culler",ECL
"Kellan, Daring Traveler // Journey On",PLCI
"Restless Vinestalk",PWOE
"Muldrotha, the Gravetide",FDN
"Sunbillow Verge",DFT
"Guidelight Pathmaker",DFT
"Purging Stormbrood // Absorb Essence",TDM
"Hardlight Containment",EOE
"Song of Point Prime",YEOE
"Guardian Sunmare",DFT
"Dawn's Truce",BLB
"Unstoppable Plan",PDFT
"Firion, Wild Rose Warrior",PFIN
"Watcher of the Wayside",TDM
"Monument to Endurance",PDFT
"Infestation",YECL
"With Great Power...",SPM
"Stormsplitter",BLB
"Astrologian's Planisphere",FIN
"Haru, Hidden Talent",TLA
"The Gitrog, Ravenous Ride",POTJ
"Island",FDN
"Heroes' Hangout",OM1
"Thunder of Unity",TDM
"Adept Watershaper",PECL
"Felonious Rage",MKM
"Lasting Tarfire",ECL
"Cecil, Dark Knight // Cecil, Redeemed Paladin",FIN
"Zimone, Paradox Sculptor",FDN
"Balthier and Fran",FIN
"Likeness Looter",WOE
"Soaring Sandwing",LCI
"Joshua, Phoenix's Dominant // Phoenix, Warden of Fire",FIN
"Jungle Hollow",TDM
"Cactarantula",OTJ
"All-Out Assault",PTDM
"Kirol, Attentive First-Year",ECL
"Encroaching Dragonstorm",TDM
"Fanatical Strength",MKM
"Eirdu, Carrier of Dawn // Isilu, Carrier of Twilight",ECL
"Zuko, Conflicted",PTLA
"Tishana's Tidebinder",PLCI
"Umbral Collar Zealot",EOE
"Strength of Will",OM1
"Self-Destruct",FIN
"Oltec Matterweaver",BIG
"Railway Brawler",OTJ
"Rankle's Prank",WOE
"Kellan, Daring Traveler // Journey On",LCI
"Sokka, Tenacious Tactician",TLA
"Metamorphic Blast",OTJ
"Mindspring Merfolk",PDFT
"Vnwxt, Verbose Host",DFT
"Cursecloth Wrappings",PDFT
"Shatter the Oath",WOE
"Inquisitive Glimmer",DSK
"The Clone Saga",SPM
"Tweeze",ECL
"Whiskervale Forerunner",BLB
"Venat, Heart of Hydaelyn // Hydaelyn, the Mothercrystal",FIN
"Callous Sell-Sword // Burn Together",WOE
"Case of the Uneaten Feast",PMKM
"Make Your Move",MKM
"Izoni, Center of the Web",PMKM
"The Death of Gwen Stacy",PSPM
"Sudden Setback",MKM
"Specimen Freighter",EOE
"Hoarding Dragon",FDN
"Kavaron Consumed",YEOE
"Possession Engine",PDFT
"Regal Caracal",FDN
"The Infamous Cruelclaw",BLB
"Spell Snare",ECL
"Exalted Sunborn",PEOE
"Gold Rush",OTJ
"Red Herring",MKM
"Brambleguard Veteran",BLB
"Virtue of Knowledge // Vantress Visions",PWOE
"Astrologian's Planisphere",FIN
"Paladin's Arms",FIN
"Sandman, Shifting Scoundrel",SPM
"Crystal Barricade",PFDN
"Aether Syphon",DFT
"Lotuslight Dancers",PTDM
"Trostani, Three Whispers",MKM
"Fire-Rim Form",TDM
"Kheru Goldkeeper",TDM
"Scorpion, Seething Striker",OM1
"Trostani, Three Whispers",MKM
"Repurposing Bay",DFT
"Whirlwing Stormbrood // Dynamic Soar",TDM
"A Killer Among Us",MKM
"Gastal Blockbuster",DFT
"Tenth District Hero",MKM
"Shock",SPM
"Golbez, Crystal Collector",FIN
"Blossoming Sands",DFT
"Watery Grave",EOE
"Expel the Interlopers",WOE
"Count on Luck",DFT
"Grab the Prize",DSK
"Dual-Sun Technique",EOE
"Annie Flash, the Veteran",POTJ
"Questing Druid // Seek the Beast",PWOE
"Kutzil, Malamet Exemplar",LCI
"Simulacrum Synthesizer",BIG
"Starlight Snare",FDN
"Island",TLA
"Season of the Bold",BLB
"Firion, Wild Rose Warrior",FIN
"Gilded Lotus",FDN
"Teysa of the Ghost Council",YOTJ
"The Pride of Hull Clade",PMKM
"Raging Goblinoids",OM1
"Silent Hallcreeper",PDSK
"Unholy Annex // Ritual Chamber",PDSK
"Redtooth Genealogist",WOE
"Blossoming Tortoise",WOE
"Third Little Pig",YWOE
"Ancestral Reminiscence",LCI
"Chittering Illuminator",YDSK
"Dyadrine, Synthesis Amalgam",EOE
"Assimilation Aegis",OTJ
"Island",FIN
"Great Arashin City",PTDM
"Fortune, Loyal Steed",OTJ
"Osseous Exhale",TDM
"Exorcise",DSK
"Exalted Sunborn",PEOE
"Mossborn Hydra",FDN
"Dracogenesis",TDM
"Devastating Onslaught",EOE
"Genemorph Imago",EOE
"The Last Agni Kai",TLA
"Fblthp, Lost on the Range",POTJ
"Plunge into Winter",WOE
"Disruptive Stormbrood // Petty Revenge",TDM
"Taigam, Master Opportunist",TDM
"A Realm Reborn",FIN
"Ojer Axonil, Deepest Might // Temple of Power",LCI
"Pugnacious Hammerskull",PLCI
"Adaptive Automaton",FDN
"Tyvar, the Pummeler",PDSK
"Virtue of Knowledge // Vantress Visions",WOE
"Sear",ECL
"Stormshriek Feral // Flush Out",TDM
"Zanarkand, Ancient Metropolis // Lasting Fayth",FIN
"Gate Colossus",FDN
"Forsaken Miner",OTJ
"Shock Brigade",TDM
"Afterburner Expert",PDFT
"Exalted Sunborn",EOE
"Gleaming Barrier",FDN
"Hazoret, Godseeker",PDFT
"Inspirited Vanguard",TDM
"Chitinous Crawler",YLCI
"Ultros, Obnoxious Octopus",FIN
"Radiant Strike",EOE
"Hostile Investigator",BIG
"Carnage, Crimson Chaos",OM1
"Ghostly Keybearer",DSK
"Wild Pack Squad",OM1
"Hellspur Posse Boss",POTJ
"Basilica Stalker",MKM
"Bloom Tender",PECL
"Feral Encounter",PWOE
"Charred Foyer // Warped Space",PDSK
"Quilled Charger",OTJ
"Shivan Dragon",FDN
"Dark Confidant",PFIN
"Riku of Many Paths",POTJ
"Flamecache Gecko",BLB
"Expedited Inheritance",MKM
